"depth","fraction","IIIa","IIIa..","IIIa.","IIIb","IIIb.","IIIc","IIIc.","IIa","IIa.","IIb","IIb.","IIc","IIc.","Ia","Ib","Ic","sum_bG"
10,"CL",0.121086525144425,0,0.520175065244979,0.00662550278020466,0.0184494992479091,0.000994691540981301,0.00368270266374195,0.135766812178258,0.213794507272598,0.0405118161587367,0.0887521116923301,0.00508078590479262,0.0080625521906555,0.179544473674494,0.05897803385902,0.0125624376834176,1.41406751723654
10,"IPL-ex",0.0576345074784947,0,0.0467938566454975,0.00210848052937581,0.00203982623073498,0.000667603147962176,0.00107915946182524,0.0134591681643659,0.0283955462635588,0.0134064840675102,0.0119352946733774,0.000349016835407642,0,0.00366902773760877,0.00355020143141775,0.00110632259345245,0.186170934952446
10,"IPL*",0.0982144175103311,0,0.135539212996567,0.0041785275243175,0.00674493820556841,0.000667603147962176,0.00107915946182524,0.0433967684826898,0.0737550858772856,0.0285949594052279,0.0346060604513812,0.000349016835407642,0,0.0457061917494727,0.0220193647317604,0.00110632259345245,0.495934068665106
10,"RES",0.0405799100318363,0,0.0887453563510694,0.00207004699494169,0.00470511197483343,0,0,0.0299376003183239,0.0453595396137268,0.0151884753377177,0.0226707657780038,0,0,0.042037164011864,0.0184691633003426,0,0.30976313371266
10,"TLE-HD",0.17872103262292,0,0.566968921890476,0.00873398330958047,0.0204893254786441,0.00166229468894348,0.00476186212556719,0.149225980342624,0.242190053536157,0.0539183002262469,0.100687406365707,0.00542980274020026,0.00803899188251244,0.183213501412103,0.0625282352904377,0.0136687602768701,1.60023845218899
10,"total",0.219300942654756,0,0.655714278241546,0.0108040303045222,0.0251944374534776,0.00166229468894348,0.00476186212556719,0.179163580660948,0.287549593149884,0.0691067755639646,0.123358172143711,0.00542980274020026,0.00803899188251244,0.225250665423967,0.0809973985907804,0.0136687602768701,1.91000158590165
30,"CL",0.110266133860544,0,1.32513237187931,0.0158166476176386,0.0143120248722407,0.00100688647950104,0.00354240362690321,0.0802414579448718,0.153761971720061,0.0310935694123394,0.0569753712238352,0.0029623197161259,0.00714755210749451,0.100996021859615,0.0354121252900278,0.00830659515096007,1.94697345276147
30,"IPL-ex",0.0376394584758443,0,0,0,0.00166825451105129,0.000255171299288044,0,0.0053618164561399,0.0126346269045006,0.00392675611042231,0.0032381220925171,0.000373337504448476,0,0,0.00268621839906937,0,0
30,"IPL*",0.16119930017335,0,0.381200765789781,0.00436322720654483,0.00994838076338495,0.000255171299288044,0,0.0455301537234192,0.073606369128344,0.0248136268274088,0.0324566274471049,0.000373337504448476,0,0.042236453463635,0.025071262366382,0,0.733270913939809
30,"RES",0.123559841697506,0,0.381200765789781,0.00436322720654483,0.00828012625233365,0,0,0.0401683372672793,0.0609717422238434,0.0208868707169865,0.0292185053545878,0,0,0.042236453463635,0.0223850439673126,0,0.733270913939809
30,"TLE-HD",0.147905592336389,0,1.21930108302408,0.00912468805036615,0.015980279383292,0.00126205777878908,0.00350256971156573,0.0856032744010117,0.166396598624561,0.0350203255227617,0.0602134933163523,0.00333565722057438,0.00521204625393308,0.100368522899019,0.0380983436890972,0.00819796523608804,1.89952249744788
30,"total",0.271465434033894,0,1.60050184881386,0.013487915256911,0.0242604056356257,0.00126205777878908,0.00350256971156573,0.125771611668291,0.227368340848405,0.0559071962397482,0.0894319986709402,0.00333565722057438,0.00521204625393308,0.142604976362654,0.0604833876564098,0.00819796523608804,2.63279341138769
40,"CL",0.12607104350651,0,3.58737486681142,0.0222850233708664,0.012915498820058,0.000869329648339982,0.00259495844987287,0.0702782864420706,0.201107075692625,0.0263287570647255,0.0506226378281982,0.00280700567086611,0.00695411534163271,0.0975711788430548,0.0325266343970565,0.0077905282968308,4.24809694018413
40,"IPL-ex",0.073888863702115,0,0,0,0.000780253631717791,0.000162570759020398,0.000452449039149666,0.0105654392716816,0.0120580449768994,0.00889173625871722,0.00162320654984791,0,0,0.000165892561260969,0.00152990185863092,0,0.0122184836597876
40,"IPL*",0.299773585434207,0,1.26112067476703,0.0118377949433409,0.00554510681837194,0.000162570759020398,0.000452449039149666,0.0646367200953324,0.0990810895999234,0.0408835203536494,0.0255938392374964,0.00194986268154417,0.00421515259236317,0.0422072940800081,0.0224344899951673,0,1.78199427544735
40,"RES",0.225884721732092,0,1.26112067476703,0.0118377949433409,0.00476485318665415,0,0,0.0540712808236508,0.087023044623024,0.0319917840949321,0.0239706326876485,0.00194986268154417,0.00421515259236317,0.0420414015187471,0.0209045881365364,0,1.76977579178756
40,"TLE-HD",0.199959907208625,0,3.49905627241207,0.0155839568162301,0.0136957524517758,0.00103190040736038,0.00304740748902253,0.0808437257137522,0.213165120669524,0.0352204933234428,0.0522458443780461,0.00264394685344269,0.00467956571790965,0.0977370714043157,0.0340565362556874,0.00734792274271457,4.26031542384392
40,"total",0.425844628940717,0,4.76017694717909,0.027421751759571,0.0184606056384299,0.00103190040736038,0.00304740748902253,0.134915006537403,0.300188165292548,0.0672122774183749,0.0762164770656946,0.00459380953498686,0.00889471831027282,0.139778472923063,0.0549611243922238,0.00734792274271457,6.03009121563148
50,"CL",0.29567441784036,0,6.70507220227248,0.0326576981429413,0.0106016155547491,0.000709532403943454,0.00234238918478988,0.0687325474527237,0.259849179239946,0.0286422305810663,0.0403768220719408,0.0022597024214623,0.0077316996993166,0.0889636056103441,0.024973441987948,0.00531645112315331,7.57390353558717
50,"IPL-ex",0.310232449340484,0,0.924835124433047,0.000665061656340067,0.00182692508984083,0.000157801562806417,0.000482143759088146,0.0233823276035238,0.0452130534597634,0.0129555874528552,0.00404132567392644,0.000466346295183756,0,0.0186998731817659,0.00616368138116579,0.000932446727401609,1.34643874290251
50,"IPL*",1.97735009523278,0,4.96647259342311,0.0471958333522072,0.00712451054693185,0.000157801562806417,0.000482143759088146,0.123442396591509,0.170580863391064,0.112070365360762,0.0252275705994115,0.00244291538433819,0.0055764469615527,0.0660956807405821,0.0350258823300937,0.000932446727401609,7.53656214124896
50,"RES",1.6671176458923,0,4.04163746899006,0.0465307716958672,0.00529758545709103,0,0,0.100060068987986,0.125367809931301,0.0991147779079063,0.0211862449254851,0.00197656908915444,0.0055764469615527,0.0473958075588162,0.0288622009489279,0,6.19012339834645
50,"TLE-HD",0.605906867180843,0,7.62990732670553,0.0333227597992813,0.0124285406445899,0.00086733396674987,0.00282453294387803,0.0921148750562474,0.30506223269971,0.0415978180339215,0.0444181477458672,0.00272604871664605,0.00411629498463796,0.10766347879211,0.0311371233691138,0.00624889785055492,8.92034227848968
50,"total",2.27302451307314,0,11.6715447956956,0.0798535314951485,0.017726126101681,0.00086733396674987,0.00282453294387803,0.192174944044233,0.43043004263101,0.140712595941828,0.0656043926713523,0.00470261780580049,0.00969274194619067,0.155059286350926,0.0599993243180416,0.00624889785055492,15.1104656768361
60,"CL",0.460054307914254,0,10.0721066311155,0.0451084348782772,0.00800715490556103,0.000609318294743975,0.00222941185862335,0.0640450866577304,0.295668638971584,0.0327839438045947,0.0302736699488388,0.001800303919506,0.0069683208147932,0.0936033195958743,0.0216704553993933,0.00463407827418751,11.1395630763535
60,"IPL-ex",0.357355040371329,0,0.516629018916237,0.00146891218870335,0.000862160993469354,0.000185606325991351,0.000351659301103662,0.0142823156160546,0.0313034796567445,0.0172572333389288,0.000529312900991893,0.000128361691384438,0,0.00115489106988151,0.00288038376003426,0.000217706364083263,0.940781526668331
60,"IPL*",2.62122854089821,0,3.93800702276681,0.0702556452239604,0.00388955177119026,0.000834852020600724,0.0012664222894528,0.143348440089073,0.156211714831662,0.188487629262317,0.0150656034601547,0.00113434512760503,0.00304809639539703,0.0461401263903067,0.036175902382305,0.000217706364083263,7.22148704344653
60,"RES",2.26387350052689,0,3.42137800385057,0.0687867330352571,0.00302739077772091,0.000649245694609372,0.000914762988349134,0.129066124473018,0.124908235174917,0.171230395923388,0.0145362905591628,0.0010059834362206,0.00304809639539703,0.0449852353204252,0.0332955186222708,0,6.2807055167782
60,"TLE-HD",0.817409348285583,0,10.5887356500317,0.0465773470669806,0.00886931589903038,0.000794924620735326,0.00258107115972701,0.078327402273785,0.326972118628328,0.0500411771435235,0.0308029828498307,0.00192866561089044,0.00314376498818825,0.0947582106657558,0.0245508391594276,0.00485178463827077,12.0803446030218
60,"total",3.08128284881247,0,14.0101136538823,0.115364080102238,0.0118967066767513,0.0014441703153447,0.00349583414807614,0.207393526746803,0.451880353803246,0.221271573066912,0.0453392734089935,0.00293464904711103,0.00619186138358528,0.139743445986181,0.0578463577816984,0.00485178463827077,18.3610501198
70,"CL",0.615759025594809,0,10.8417129531615,0.0501599834875714,0.00791043374773446,0.000667963702303103,0.00177315018202449,0.0655538105642113,0.298304043600743,0.0387757981183622,0.0295719386510135,0.00179674780812302,0.00715164251639865,0.0822131203839035,0.0205373784240758,0.00432293545967503,12.0662109254025
70,"IPL-ex",0.499409763517185,0,0.755006587834984,0.00584028640616134,0.00113876175089682,0.000114655467209576,0.000317083864625724,0.0278067043229635,0.0456947816850846,0.0226817270514775,0.00361750558201833,0.000302532821421346,0,0.0120842346192988,0.00585055970825051,0.000506211477664552,1.37616903944955
70,"IPL*",3.820064465425,0,5.42145830310868,0.101998054882902,0.00495495294689465,0.000939973786691308,0.0010291087453945,0.177623256788702,0.179435156294146,0.23631532872889,0.0181471477106248,0.00205565201930852,0.00250055955849111,0.0571537996722689,0.0476984973555952,0.000506211477664552,10.0676781118416
70,"RES",3.32065470190781,0,4.66645171527369,0.0961577684767402,0.00381619119599783,0.000825318319481732,0.000712024880768771,0.149816552465738,0.133740374609061,0.213633601677412,0.0145296421286065,0.00175311919788717,0.00250055955849111,0.0450695650529701,0.0418479376473447,0,8.69150907239201
70,"TLE-HD",1.11516878911199,0,11.5967195409965,0.0560002698937327,0.00904919549863128,0.000782619169512679,0.00209023404665022,0.0933605148871749,0.343998825285828,0.0614575251698398,0.0331894442330318,0.00209928062954437,0.00294928585670248,0.0942973550032023,0.0263879381323263,0.00482914693733959,13.442379964852
70,"total",4.4358234910198,0,16.2631712562702,0.152158038370473,0.0128653866946291,0.00160793748899441,0.00280225892741899,0.243177067352913,0.477739199894889,0.275091126847252,0.0477190863616383,0.00385239982743154,0.00544984541519359,0.139366920056172,0.068235875779671,0.00482914693733959,22.133889037244
80,"CL",0.790038912866686,0.0250348928674623,10.7334953695417,0.0543108025111252,0.0089675882820367,0.000856989096965899,0.00258738656511693,0.0773690700007064,0.283679151011185,0.0517787150828815,0.034227703697776,0.00211160790782356,0.0105192576069429,0.0969444630536611,0.0259334026517248,0.00543263660134022,12.2032879493451
80,"IPL-ex",0.58039353732105,0.00674801918779057,0.700077177825788,0.00769177407392814,0,8.05900062565338e-05,0,0.0185872398969439,0.0215302996868408,0.0238463449686707,0,0,0,0,0.00157427246827767,0,1.34515025113581
80,"IPL*",3.70713346224871,0.055203438750734,4.3842078246164,0.111021466572927,0.00326818003914262,0.0010990333288118,0.00069643353686649,0.170684463140891,0.146727601426125,0.279833659857042,0.0161905585653062,0.00180978624602494,0.00274051704868195,0.0446958714785581,0.0502266335286602,0,8.96015992608514
80,"RES",3.12673992492766,0.0484554195629435,3.68413064679061,0.103329692498999,0.00326818003914262,0.00101844332255526,0.00069643353686649,0.152097223243948,0.125197301739284,0.255987314888371,0.0161905585653062,0.00180978624602494,0.00274051704868195,0.0446958714785581,0.0486523610603825,0,7.61500967494933
80,"TLE-HD",1.37043245018774,0.0317829120552528,11.4335725473674,0.0620025765850534,0.00853107778125358,0.000937579103222433,0.00221175182475213,0.0959563098976503,0.305209450698026,0.0756250600515522,0.0321226943828859,0.00194321846928233,0.00290468591993843,0.0932645202832808,0.0275076751200025,0.004433690753568,13.5484382004809
80,"total",4.4971723751154,0.0802383316181963,15.117703194158,0.165332269084052,0.0117992578203962,0.0019560224257777,0.00290818536161862,0.248053533141598,0.43040675243731,0.331612374939924,0.0483132529481921,0.00375300471530727,0.00564520296862037,0.137960391761839,0.076160036180385,0.004433690753568,21.1634478754302
90,"CL",0.878287149416788,0.0350622009744803,10.2665682214067,0.0632639434839944,0.00729588515793977,0.000704611298943087,0.00158679148358458,0.0779941786396794,0.27433065438622,0.0633766902492432,0.0270003530500303,0.0015654078457948,0.00592985975169506,0.087354298746994,0.0239021219052751,0.00413441692200628,11.8183567847194
90,"IPL-ex",0.605224640093956,0.00701561363856998,0.963126201718755,0.00888488717775117,0.000124862398152068,0.000316964786815438,0.000342149682654218,0.0235102806838642,0.0270946415493065,0.0274294671079487,0.00337084054455597,0.000174908893156972,0,0,0.00456323963060492,8.26970211097334e-05,1.66641064418288
90,"IPL*",5.16739624590774,0.101964027047953,5.02553927714404,0.178497824420232,0.0033704570231589,0.00251043194680148,0.000987527533176309,0.192967810619001,0.139814587926466,0.366642000283502,0.0208953725544712,0.00207180653497641,0.00202872094254387,0.043709088604263,0.0700798802375043,0.00120416094660096,11.3148284689281
90,"RES",4.56217160581378,0.0949484134093834,4.06241307542529,0.169612937242481,0.00324559462500683,0.00219346715998605,0.000645377850522091,0.169457529935137,0.112719946377159,0.339212533175553,0.0175245320099152,0.00189689764181944,0.00202872094254387,0.043709088604263,0.0655166406068994,0.00112146392549122,9.64841782474523
90,"TLE-HD",1.48351178951074,0.0420778146130503,11.2296944231255,0.0721488306617456,0.00742074755609184,0.00102157608575852,0.0019289411662388,0.101504459323544,0.301425295935527,0.0908061573571919,0.0303711935945862,0.00174031673895178,0.00231769497184838,0.0861157127825204,0.02846536153588,0.00421711394311602,13.4847674289023
90,"total",6.04568339532452,0.137026228022434,15.2921074985508,0.241761767904226,0.0106663421810987,0.00321504324574457,0.00257431901676089,0.270961989258681,0.414145242312686,0.430018690532745,0.0478957256045015,0.00363721438077122,0.00434641591439225,0.129824801386783,0.0939820021427794,0.00533857786860724,23.1331852536475
110,"CL",1.00349667130856,0.202209152997179,4.13783276106965,0.0517126893968359,0.00574792666029359,0.00106602247474407,0.000787050192265325,0.0901647718902552,0.127351716040504,0.0623636688573757,0.0183300081961726,0.0014079061873598,0.00261745540641169,0.0440582389771609,0.0163148939077709,0.00227721725802731,5.76773815082057
110,"IPL-ex",0.597413822617228,0.043045294220845,0.349603476178307,0.0094869589070837,0.000142057614928055,9.26410689608484e-05,0.000140222065968496,0.0579129672535222,0.0246553260555613,0.022938415467085,0.00284920747979477,0.000304824807694624,0,0.0108245391887364,0.00465497583643513,0.000379522227340111,1.12347537206433
110,"IPL*",3.68737441569004,0.320583638892238,1.64493857001469,0.122298202620128,0.0032036250467601,0.00243582936985006,0.000622725886595411,0.241039326926927,0.110589375263505,0.224633552716595,0.0191479893069728,0.00229684385424058,0.00110794210159576,0.0503297723660027,0.042051207328566,0.00229653040889482,6.47398066886844
110,"RES",3.08996059307281,0.277538344671393,1.29533509383638,0.112811243713045,0.00306156743183204,0.00234318830088921,0.000482503820626915,0.183126359673405,0.0859340492079441,0.20169513724951,0.016298781827178,0.00199201904654596,0.00110794210159576,0.0395052331772663,0.0373962314921309,0.00191700818155471,5.35050529680411
110,"TLE-HD",1.60091049392579,0.245254447218024,4.48743623724796,0.0611996483039196,0.00588998427522165,0.00115866354370492,0.000927272258233821,0.148077739143777,0.152007042096065,0.0853020843244607,0.0211792156759674,0.00171273099505443,0.00164857648125457,0.0548827781658973,0.020969869744206,0.00265673948536742,6.8912135228849
110,"total",4.6908710869986,0.522792791889418,5.78277133108434,0.174010892016964,0.00895155170705369,0.00350185184459413,0.00140977607886074,0.331204098817182,0.237941091304009,0.286997221573971,0.0374779975031454,0.00370475004160038,0.00275651858285033,0.0943880113431636,0.0583661012363369,0.00457374766692213,12.241718819689
120,"CL",1.29101650974981,0.330154052310173,3.60655821155282,0.0584487821132886,0.0105069577572973,0.00153069026918303,0.00157166381165159,0.135314137871338,0.149004981130856,0.0832245586163732,0.0314018000886657,0.0027211445098007,0.00272586000603939,0.0680106939435666,0.0260560174419476,0.00449793167093948,5.80274399284375
120,"IPL-ex",0.27357903574525,0.0392166578702171,0,0.00213100942420842,0,0,0,0.0350267876697518,0,0.00380736723743663,0,0,0,0,0,0,0.20809466265967
120,"IPL*",4.03875831525857,0.718831078251389,1.05247156015718,0.159161237087432,0.00421963709960142,0.00345080110800919,0.000164533781590106,0.326500144904556,0.108318019235102,0.267816048675061,0.0180224201112717,0.00400975559116593,0.00133992037975772,0.0484731978639353,0.0373869032860741,0.00319082121316804,6.64644819871667
120,"RES",3.76517927951332,0.679614420381172,1.05247156015718,0.157030227663223,0.00421963709960142,0.00345080110800919,0.000164533781590106,0.291473357234804,0.108318019235102,0.264008681437624,0.0180224201112717,0.00400975559116593,0.00133992037975772,0.0484731978639353,0.0373869032860741,0.00319082121316804,6.438353536057
120,"TLE-HD",1.56459554549506,0.36937071018039,3.5313552382574,0.0605797915374971,0.00555035353735272,0.00138247352686689,0.00103956052462458,0.170340925541089,0.125724659876097,0.0870319258538098,0.0187139249434828,0.00173114145530412,0.00157546821083788,0.0502074515423427,0.0190159072996884,0.00262357772156744,6.01083865550342
120,"total",5.32977482500838,1.04898513056156,4.58382679841459,0.217610019200721,0.00976999063695414,0.00483327463487608,0.00120409430621468,0.461814282775894,0.2340426791112,0.351040607291434,0.0367363450547545,0.00574089704647005,0.0029153885905956,0.098680649406278,0.0564028105857624,0.00581439893473548,12.4491921915604
140,"CL",1.44622637310789,0.615995354053408,3.04512474266818,0.0687585926513523,0.00663506435468781,0.00135358238049203,0.000930678953673595,0.162954121746932,0.120141369919794,0.0953074806358373,0.019438326316397,0.00210250166421312,0.00241796412000085,0.0440744977016513,0.0180978848520467,0.00258826964976502,5.65214680477633
140,"IPL-ex",0.764163355348561,0.193319720199715,0.19993425600079,0.0183014012502551,0.000697170381704847,0.000577984392646497,8.85905349364295e-06,0.0930972069656353,0.0236466015438583,0.0378259633761886,0.00425007278059706,0.000549533034075804,0,0.0159625177221984,0.0054435405851025,0.000276420490635758,1.35718298348895
140,"IPL*",6.36911505305094,1.66724394350263,1.1646711334578,0.49934760496749,0.00475278067821325,0.0121171616089691,0.000542931087961674,0.728475061166783,0.176905508910957,0.879645627810158,0.0339871876225683,0.0151727713118856,0.00106155112249686,0.115903604466873,0.085998390115419,0.00538883325888834,11.7594575245035
140,"RES",5.60495169770238,1.47392422330291,0.964736877457008,0.481046203717235,0.0040556102965084,0.0115391772163226,0.000534072034468032,0.635377854201148,0.153258907367099,0.841819664433969,0.0297371148419713,0.0146232382778098,0.00106155112249686,0.0999410867446743,0.0805548495303165,0.00511241276825258,10.4022745410146
140,"TLE-HD",2.21038972845645,0.809315074253123,3.24505899866897,0.0870599939016074,0.00733223473639266,0.00193156677313852,0.000939538007167238,0.256051328712567,0.143787971463652,0.133133444012026,0.0236883990969941,0.00265203469828893,0.00154634448349315,0.0600370154238498,0.0235414254371491,0.00286469014040078,7.00932978826528
140,"total",7.81534142615883,2.28323929755603,4.20979587612598,0.568106197618843,0.0113878450329011,0.0134707439894611,0.00147361004163527,0.891429182913715,0.297046878830751,0.974953108445995,0.0534255139389653,0.0172752729760987,0.00260789560599001,0.159978102168524,0.104096274967466,0.00797710290865336,17.4116043292799
185,"CL",2.09866778369956,1.0329175724388,2.33905684173904,0.0995839492766359,0.0124108342239488,0.00255382675831265,0.00177638755788454,0.248123128285079,0.160702078849485,0.168126097033984,0.0398290591789027,0.00358240651201402,0.00402052200324128,0.0707883770479622,0.0352882658763091,0.00470405835479146,6.32213118883594
185,"IPL-ex",0.823788759062268,0.260880131886807,0.144527958401703,0.0218290297868609,0.000298443743717508,0.000178339420329383,0.000154908831105675,0.128767553043246,0.0252684740437227,0.0720950925253595,0.00708658061530367,0.000943455614289158,0,0.0184731565150457,0.00849023222853096,0.000190357763237769,1.51173549052225
185,"IPL*",5.71937863575327,1.55416959297975,0.893641916435482,0.416058720332095,0.00973054373449935,0.00896528948042443,0.000803940789649065,0.739639933186844,0.149786711498766,0.941734521713831,0.0366950614792498,0.0144350873809134,0.00133575960483769,0.156139262692667,0.142118178638235,0.008017966375842,10.7914141391171
185,"RES",4.895589876691,1.29328946109295,0.749113958033779,0.394229690545234,0.00943209999078185,0.00878695006009505,0.000649031958543389,0.610872380143598,0.124518237455043,0.869639429188472,0.0296084808639462,0.0134916317666243,0.00133575960483769,0.137666106177621,0.133627946409704,0.00782760861260423,9.27967864859484
185,"TLE-HD",2.92245654276183,1.29379770432561,2.48358480014074,0.121412979063497,0.0127092779676663,0.00273216617864203,0.00193129638899021,0.376890681328326,0.185970552893207,0.240221189559343,0.0469156397942064,0.00452586212630318,0.00278353904396467,0.0892615335630079,0.04377849810484,0.00489441611802923,7.8338666793582
185,"total",7.81804641945283,2.58708716541856,3.23269875817452,0.515642669608731,0.0221413779584482,0.0115191162387371,0.0025803283475336,0.987763061471923,0.31048879034825,1.10986061874781,0.0765241206581525,0.0180174938929274,0.00411929864880236,0.226927639740629,0.177406444514544,0.0127220247306335,17.113545327953
230,"CL",2.16021407918514,1.0854283097705,1.94746962621919,0.102308534813813,0.0221642027375358,0.00269437601022863,0.00271605392318353,0.282975807072749,0.218124282523607,0.202793419854356,0.0742737623418329,0.00452703092268178,0.00619702465241307,0.0937250305833807,0.0538584755512414,0.00717990210052771,6.26664991826238
230,"IPL-ex",0.727493750281891,0.248268446715811,0.111291114115233,0.0195240082319094,0.0023801281262674,0.00068544146131622,0.00043199585922106,0.106172206696204,0.0436111917720954,0.0616083775882576,0.0137350987236742,0.00168503494757552,0,0.0226454552710775,0.00997685421478244,0.000939178781829339,1.368717082043
230,"IPL*",8.76834690766401,2.6354031967876,1.52829615622318,0.687897293217207,0.0298840260267024,0.0166516436393596,0.00256342966263107,1.31290386048472,0.388154978905451,1.78239819393364,0.125144237160879,0.0289429300515401,0.00448026127373576,0.290970489248501,0.255337598729976,0.0200633603719556,17.8757073626369
230,"RES",8.04085315738212,2.38713475007179,1.41700504210794,0.668373284985298,0.027503897900435,0.0159662021780433,0.00213143380341001,1.20673165378851,0.344543787133355,1.72078981634538,0.111409138437205,0.0272578951039646,0.00448026127373576,0.268325033977424,0.245360744515193,0.0191241815901262,16.5069902805939
230,"TLE-HD",2.88770782946703,1.33369675648631,2.05876074033442,0.121832543045723,0.0245443308638032,0.00337981747154485,0.00314804978240459,0.389148013768953,0.261735474295702,0.264401797442613,0.0880088610655071,0.00621206587025729,0.00446582390826906,0.116370485854458,0.0638353297660239,0.00811908088235705,7.63536700030538
230,"total",10.9285609868492,3.72083150655809,3.47576578244237,0.79020582803102,0.0520482287642381,0.0193460196495882,0.0052794835858146,1.59587966755747,0.606279261429058,1.98519161378799,0.199417999502712,0.0334699609742219,0.00894608518200482,0.384695519831882,0.309196074281217,0.0272432624724833,24.1423572808993
275,"CL",1.87093867976145,0.850034287771019,2.00172999271884,0.0879742943258979,0.0384652094347562,0.00294417649826683,0.00489824660713897,0.270189298910554,0.319043421095172,0.212935813753782,0.132843771253373,0.0068216655908014,0.00832177649463387,0.138301331695176,0.081029974567001,0.0118986916509842,6.03837063212885
275,"IPL-ex",0.839539838828934,0.270845344747153,0.186240658031422,0.0233594680856596,0.00389461231749441,0.00087805544186479,0.000270626006340239,0.124481380673766,0.06548304910966,0.0822381750753094,0.0148500535411957,0.00128635516099959,2.23650935385535e-05,0.0379830018764383,0.0189831338178726,0.0017154609088802,1.67207157871653
275,"IPL*",7.91153655578653,1.71690474729984,1.89196581373354,0.577735920079746,0.0549560527498174,0.0146223497866232,0.00390176293447645,1.22923079562235,0.621834568944442,1.52621602183266,0.22289006158337,0.0270044410459065,0.0087670551133578,0.339234427499735,0.248775801221164,0.0222934927715528,16.4178698680051
275,"RES",7.0719967169576,1.44605940255269,1.70572515570211,0.554376451994086,0.051061440432323,0.0137442943447584,0.00363113692813622,1.10474941494858,0.556351519834782,1.44397784675735,0.208040008042174,0.025718085884907,0.00874469001981924,0.301251425623296,0.229792667403292,0.0205780318626726,14.7457982892886
275,"TLE-HD",2.71047851859038,1.12087963251817,2.18797065075026,0.111333762411557,0.0423598217522506,0.00382223194013162,0.0051688726134792,0.39467067958432,0.384526470204832,0.295173988829092,0.147693824794569,0.008108020751801,0.00834414158817242,0.176284333571615,0.100013108384874,0.0136141525598644,7.71044221084538
275,"total",9.78247523554798,2.56693903507086,3.89369580645238,0.665710214405644,0.0934212621845736,0.01756652628489,0.00880000954161542,1.4994200945329,0.940877990039614,1.73915183558644,0.355733832836743,0.033826106636708,0.0170888316079917,0.477535759194911,0.329805775788165,0.034192184422537,22.456240500134
